ContactId,Amount
CT00134,643.88
CT00135,533.47
CT00136,151.31
CT00137,275.33
CT00138,676.16
CT00139,207.83
CT00140,933.8499999999999
CT00141,119.38
CT00142,810.0899999999999
CT00143,652.9100000000001
CT00144,818.98
CT00145,1400.31
CT00146,925.06
CT00147,154.89000000000001
CT00148,657.78
CT00149,112.05
CT00150,959.71
CT00152,370.76
CT00153,592.31
CT00155,484.74
CT00156,639.36
CT00158,1473.3
CT00159,264.32
CT00160,599.24
CT00161,308.80999999999995
CT00162,258.41
CT00163,675.34
CT00164,934.0699999999999
CT00165,472.68
CT00166,401.64000000000004
CT00167,66.78999999999999
CT00168,249.11
CT00169,629.88
CT00170,277.09000000000003
CT00171,1044.43
CT00172,894.14
CT00173,610.3199999999999
CT00174,394.81
CT00175,272.86
CT00176,23.65
CT00177,549.3299999999999
CT00178,407.75
CT00179,598.54
CT00180,348.05
CT00181,192.17000000000002
CT00183,222.81
CT00185,508.43
CT00186,1066.73
CT00187,251.52
CT00188,127.64
CT00189,124.56
CT00190,247.49
CT00191,435.69
CT00192,542.52
CT00193,468.57
CT00194,800.08
CT00195,351.49
CT00196,290.12
CT00197,140.66
CT00199,1039.12
CT00200,19.49
CT00201,892.6
CT00202,290.4
CT00203,940.25
CT00204,196.14
CT00205,1507.7
CT00206,161.57999999999998
CT00207,756.55
CT00208,1345.66
CT00210,286.77
CT00211,406.29
CT00212,754.26
CT00213,77.57
CT00214,121.86
CT00215,286.53
CT00216,112.25
CT00217,86.06
CT00218,10.66
CT00219,285.56
CT00220,436.78
CT00221,131.8
CT00222,932.4300000000001
CT00223,388.89
CT00224,784.79
CT00225,299.79
CT00226,559.52
CT00227,135.78
CT00228,181.17
CT00229,792.54
CT00230,156.34
CT00231,117.77
CT00232,472.59000000000003
CT00233,457.3
CT00234,611.79
CT00235,430.51
CT00236,503.65
CT00237,634.53
CT00238,251.55
CT00241,758.66
CT00242,289.03
CT00243,568.78
CT00244,149.28
CT00245,21.77
CT00246,769.3499999999999
CT00247,287.91
CT00248,764.92
CT00249,1063.5
CT00250,827.1999999999999
CT00252,279.09
CT00253,345.18
CT00254,126.62
CT00255,304.66
CT00256,845.6700000000001
CT00257,593.08
CT00259,957.96
CT00260,151.04000000000002
CT00261,386.87
CT00262,710.35
CT00263,387.51
CT00264,587.9300000000001
CT00265,354.62
CT00266,525.04
CT00267,583.04
CT00269,1040.3
CT00270,185.3
CT00271,566.3
CT00272,873.92
CT00273,255.49
CT00274,383.07
CT00275,43.12
CT00276,82.3
CT00277,726.74
CT00278,482.43
CT00279,121.54
CT00280,290.85
CT00281,1257.51
CT00282,243.57
CT00283,341.53999999999996
CT00284,549.23
CT00285,789.4
CT00286,1134.94
CT00287,252.36
CT00288,288.27
CT00289,392.23
CT00290,853.88
CT00291,714.64
CT00292,556.6
CT00293,212.89000000000001
CT00294,135.04
CT00295,15.68
CT00296,99.08
CT00297,1017.05
CT00298,235.25
CT00299,482.09
CT00300,856.1800000000001
CT00301,122.56
CT00302,406.03
CT00303,362.62
CT00304,236.85
CT00305,270.44
CT00306,418.09000000000003
CT00307,617.55
CT00308,631.96
CT00309,121.5
CT00310,16.37
CT00311,536.31
CT00312,515.3000000000001
CT00313,722.01
CT00314,357.01
CT00315,456.28999999999996
CT00316,364.09
CT00317,740.0699999999999
CT00319,171.6
CT00320,508.76
CT00321,828.11
CT00322,274.91
CT00323,73.67
CT00324,518.66
CT00326,525.0699999999999
CT00327,603.95
CT00328,611.54
CT00329,126.12
CT00330,510.53999999999996
CT00331,258.44
CT00332,616.3100000000001
CT00333,275.16
CT00334,638.76
CT00335,886.02
CT00336,246.63
CT00337,622.84
CT00338,410.24
CT00339,368.89
CT00340,838.51
CT00341,543.02
CT00342,505.03999999999996
CT00343,787.24
CT00344,276.3
CT00346,150.41
CT00347,887.9699999999999
CT00348,906.8299999999999
CT00349,370.42
CT00350,276.90999999999997
CT00351,695.8
CT00352,391.96999999999997
CT00354,853.23
CT00355,60.52
CT00356,697.22
CT00357,753.9499999999999
CT00358,706.4
CT00359,1165.42
CT00360,266.17
CT00362,539.77
CT00364,180.52
CT00365,281.5
CT00366,594.87
CT00367,690.37
CT00368,881.69
CT00369,436.27
CT00370,524.2
CT00371,585.09
CT00372,277.0
CT00373,532.22
CT00374,128.87
CT00375,333.91
CT00376,428.97
CT00378,266.28
CT00379,630.51
CT00380,264.15
CT00381,161.39
CT00382,632.3399999999999
CT00383,612.41
CT00384,771.0699999999999
CT00385,1265.58
CT00386,460.0
CT00387,40.01
CT00388,530.5699999999999
CT00389,42.25
CT00390,685.12
CT00391,396.76
CT00392,651.34
CT00393,472.45000000000005
CT00394,354.34000000000003
CT00395,510.59000000000003
CT00397,277.4
CT00398,133.42
CT00399,415.35
CT00400,1115.09
CT00401,361.44
CT00402,21.8
CT00403,564.57
CT00404,98.46
CT00405,691.98
CT00406,268.42
CT00407,472.07
CT00408,352.37
CT00409,1024.81
CT00410,318.94
CT00411,583.19
CT00412,536.45
CT00413,540.4
CT00414,131.19
CT00415,290.6
CT00416,243.3
CT00417,1015.3900000000001
CT00418,473.39
CT00419,542.79
CT00420,282.62
CT00422,1632.14
CT00423,661.16
CT00424,681.86
CT00425,288.63
CT00426,354.7
CT00427,789.1700000000001
CT00428,616.11
CT00429,326.92
CT00430,397.05
CT00432,370.81
CT00433,856.11
CT00434,253.15
CT00435,68.26
CT00436,397.58000000000004
CT00437,362.86
CT00438,304.96
CT00439,243.81
CT00440,976.48
CT00441,362.93
CT00442,618.99
CT00443,383.02
CT00444,635.49
CT00445,358.35
CT00446,254.63
CT00447,62.31
CT00449,494.07
CT00451,275.88
CT00452,138.38
CT00453,456.76
CT00454,231.8
CT00455,756.03
CT00456,210.31
CT00457,640.96
CT00458,739.48
CT00459,451.51
CT00460,503.38
CT00461,260.4
CT00462,272.53
CT00464,295.14
CT00465,550.6700000000001
CT00466,1127.3
CT00467,444.83000000000004
CT00468,11.71
CT00469,515.8
CT00470,792.1
CT00471,402.69
CT00472,663.5899999999999
CT00473,444.41999999999996
CT00474,235.81
CT00475,169.48
CT00476,741.1
CT00477,945.22
CT00478,773.26
CT00479,640.22
CT00480,524.61
CT00481,252.9
CT00482,160.49
CT00483,200.27999999999997
CT00485,129.99
CT00486,123.13999999999999
CT00487,403.55
CT00488,1347.0900000000001
CT00489,588.5
CT00490,766.56
CT00491,204.13
CT00492,1136.12
CT00493,977.26
CT00494,467.1
CT00495,704.86
CT00496,287.97
CT00497,548.74
CT00498,218.12
CT00499,229.69
CT00500,734.0799999999999
CT00501,43.93
CT00502,481.56
CT00503,313.13
CT00504,733.1600000000001
CT00505,1056.77
CT00506,469.2
CT00507,400.87
CT00508,780.13
CT00509,230.87
CT00510,460.66
CT00511,925.71
CT00512,317.35
CT00513,101.9
CT00514,282.24
CT00515,442.90999999999997
CT00516,623.62
CT00517,565.6700000000001
CT00518,76.69
CT00519,794.72
CT00520,769.21
CT00521,116.99
CT00522,399.77000000000004
CT00523,294.88
CT00524,686.47
CT00525,66.21000000000001
CT00526,1073.46
CT00527,543.3399999999999
CT00528,260.17
CT00529,741.21
CT00530,393.17
CT00531,220.23
CT00532,436.53999999999996
CT00533,523.37
CT00534,693.54
CT00535,326.84999999999997
CT00536,824.05
CT00537,103.88
CT00538,652.04
CT00539,420.49
CT00540,271.79
CT00541,232.8
CT00542,427.12
CT00543,517.28
CT00544,656.97
CT00545,700.51
CT00546,230.9
CT00547,297.54
CT00549,70.55
CT00550,158.64999999999998
CT00551,20.92
CT00552,483.05
CT00553,192.0
CT00554,375.33000000000004
CT00555,350.79
CT00556,542.91
CT00557,185.03
CT00558,714.4300000000001
CT00559,52.38
CT00560,673.88
CT00561,252.32
CT00562,585.89
CT00563,124.83
CT00564,736.4300000000001
CT00565,85.86
CT00566,743.1800000000001
CT00567,720.29
CT00568,258.48
CT00569,173.7
CT00570,761.35
CT00571,165.98
CT00572,755.28
CT00573,751.88
CT00574,658.48
CT00575,645.38
CT00576,119.16
CT00577,708.0
CT00578,780.02
CT00579,240.67
CT00580,113.41
CT00581,92.81
CT00583,629.16
CT00585,940.83
CT00586,332.54999999999995
CT00587,331.32
CT00588,358.22
CT00589,889.4100000000001
CT00590,361.98
CT00591,1387.6599999999999
CT00592,475.65000000000003
CT00593,726.53
CT00594,73.99
CT00595,245.21999999999997
CT00596,672.62
CT00597,694.46
CT00598,413.34999999999997
CT00599,603.8599999999999
CT00600,683.59
CT00601,105.54
CT00602,1205.57
CT00603,338.75
CT00604,148.06
CT00605,461.18000000000006
CT00606,684.12
CT00607,235.28
CT00608,298.9
CT00609,520.86
CT00610,726.6800000000001
CT00611,270.21
CT00612,247.18
CT00613,61.72
CT00614,400.71000000000004
CT00615,1117.39
CT00616,890.87
CT00617,254.77
CT00618,439.84
CT00619,895.35
CT00620,253.4
CT00621,459.26
CT00622,928.99
CT00623,248.44
CT00624,129.98000000000002
CT00625,171.76
CT00626,240.69
CT00627,1570.51
CT00628,754.74
CT00629,358.16
CT00630,614.88
CT00631,413.24
CT00632,98.18
CT00633,196.38
CT00634,264.51
CT00635,46.34
CT00636,710.07
CT00637,225.65
CT00638,450.83000000000004
CT00639,652.53
CT00640,596.79
CT00641,243.97
CT00642,38.95
CT00643,720.89
CT00644,651.3
CT00645,147.93
CT00646,564.26
CT00647,931.8299999999999
CT00648,316.0
CT00649,275.04
CT00650,479.16999999999996
CT00651,547.69
CT00652,90.12
CT00653,329.74
CT00654,213.51999999999998
CT00655,174.29
CT00656,650.11
CT00657,550.16
CT00658,939.47
CT00659,461.57
CT00660,261.02
CT00661,333.73
CT00662,267.95000000000005
CT00664,71.5
CT00665,453.69000000000005
CT00666,544.73
CT00667,1036.24
CT00668,577.91
CT00669,334.25
CT00671,557.35
CT00672,482.97
CT00673,266.74
CT00674,311.1
CT00675,804.5699999999999
CT00676,142.26
CT00678,323.92
CT00679,533.86
CT00680,489.25
CT00681,1253.67
CT00682,735.5600000000001
CT00683,215.28
CT00684,352.5
CT00685,686.18
CT00686,370.51
CT00687,319.06
CT00688,460.84
CT00689,685.67
CT00690,734.23
CT00691,697.65
CT00692,360.25
CT00693,242.57999999999998
CT00694,157.19
CT00695,711.37
CT00696,269.51
CT00697,143.82999999999998
CT00698,344.45
CT00699,1772.38
CT00700,295.78
CT00701,348.03000000000003
CT00702,340.71999999999997
CT00703,562.4499999999999
CT00704,84.34
CT00705,179.33
CT00706,506.58000000000004
CT00707,575.12
CT00708,771.98
CT00709,194.21
CT00711,416.02
CT00712,423.73
CT00713,132.61
CT00714,409.52
CT00715,248.63
CT00716,316.71000000000004
CT00717,330.74
CT00718,74.72
CT00719,446.31
CT00720,890.77
CT00721,537.19
CT00722,649.23
CT00723,417.15999999999997
CT00724,217.28
CT00725,422.21999999999997
CT00726,377.85
CT00728,516.98
CT00729,354.54999999999995
CT00730,497.48
CT00731,522.52
CT00732,374.09
CT00733,506.51
CT00734,1009.6800000000001
CT00735,985.47
CT00736,290.45
CT00737,305.71
CT00738,930.1300000000001
CT00739,883.7
CT00740,341.82
CT00741,830.5
CT00742,510.25
CT00743,1437.73
CT00744,511.11
CT00745,208.88
CT00746,405.96000000000004
CT00747,574.5600000000001
CT00748,281.16
CT00749,532.24
CT00750,292.61
CT00751,1008.24
CT00752,603.37
CT00753,20.9
CT00754,660.5699999999999
CT00755,348.59000000000003
CT00756,947.97
CT00757,368.69000000000005
CT00758,131.99
CT00759,562.85
CT00760,675.58
CT00762,570.1
CT00763,577.19
CT00764,344.15
CT00765,127.46
CT00766,542.6800000000001
CT00767,870.7099999999999
CT00768,1053.37
CT00769,39.6
CT00770,182.98
CT00771,277.95
CT00772,595.77
CT00773,425.90999999999997
CT00774,282.31
CT00775,384.2
CT00776,430.26
CT00778,71.75
CT00779,597.75
CT00780,956.85
CT00781,395.96
CT00782,1172.92
CT00784,1119.23
CT00785,229.88
CT00786,530.05
CT00787,995.14
CT00788,121.79
CT00789,1511.45
CT00790,32.29
CT00791,369.60999999999996
CT00792,398.24
CT00793,823.08
CT00794,229.16
CT00795,365.51
CT00796,104.55000000000001
CT00797,463.39
CT00798,447.33000000000004
CT00799,310.81
CT00800,269.44
CT00801,495.29999999999995
CT00802,203.09
CT00803,951.58
CT00804,930.62
CT00805,651.8299999999999
CT00806,279.86
CT00807,231.76
CT00808,510.68
CT00809,338.71999999999997
CT00810,968.0799999999999
CT00811,589.79
CT00812,273.35
CT00813,438.39
CT00814,609.5
CT00815,1300.19
CT00816,903.7
CT00817,930.74
CT00818,690.42
CT00819,252.20000000000002
CT00820,293.37
CT00821,345.43999999999994
CT00822,202.56
CT00823,476.71
CT00824,409.21000000000004
CT00825,1631.73
CT00826,445.33
CT00827,526.88
CT00828,336.16999999999996
CT00829,246.47
CT00830,191.47
CT00831,352.90999999999997
CT00832,1691.04
CT00833,476.72
CT00834,414.72
CT00835,631.69
CT00836,181.15
CT00837,947.22
CT00838,582.48
CT00839,657.5
CT00840,586.22
CT00841,342.24
CT00843,298.68
CT00845,641.5699999999999
CT00846,783.55
CT00847,474.69000000000005
CT00848,765.65
CT00849,880.0999999999999
CT00850,84.17
CT00851,584.21
CT00852,236.72
CT00853,317.7
CT00854,744.26
CT00855,378.32
CT00856,673.33
CT00857,471.78
CT00858,714.62
CT00859,357.56
CT00860,620.79
CT00861,300.93
CT00862,419.56
CT00863,61.85
CT00864,539.45
CT00865,820.99
CT00866,789.66
CT00867,591.6800000000001
CT00868,466.23
CT00869,234.11
CT00870,175.06
CT00871,139.63
CT00872,859.56
CT00873,1081.54
CT00874,732.5
CT00875,252.76
CT00876,784.91
CT00877,543.9
CT00878,359.78000000000003
CT00879,189.7
CT00880,106.14
CT00881,146.63
CT00882,736.03
CT00883,528.8299999999999
CT00884,308.03000000000003
CT00885,523.04
CT00886,632.71
CT00887,440.43
CT00888,701.19
CT00889,539.44
CT00890,586.9399999999999
CT00891,1404.5
CT00892,682.79
CT00893,226.32
CT00894,852.79
CT00895,430.99
CT00896,613.12
CT00897,315.42
CT00898,273.78
CT00899,506.13
CT00900,894.05
CT00901,711.17
CT00902,1024.99
CT00903,42.91
CT00904,400.79999999999995
CT00905,299.16
CT00906,742.87
CT00907,1111.32
CT00908,348.93
CT00909,533.61
CT00910,259.14
CT00912,731.6
CT00913,112.15
CT00914,851.89
CT00915,673.6800000000001
CT00916,195.69
CT00917,314.53
CT00918,95.28
CT00919,374.19
CT00920,214.70999999999998
CT00921,196.11
CT00922,522.9100000000001
CT00923,202.81
CT00924,402.3
CT00925,82.21
CT00926,582.0999999999999
CT00927,493.0
CT00928,312.69
CT00929,174.81
CT00930,563.49
CT00931,497.1
CT00932,188.05
CT00933,478.37
CT00934,494.57
CT00935,782.0
CT00936,840.6700000000001
CT00938,204.07
CT00939,500.81
CT00940,349.39
CT00941,830.6
CT00942,767.87
CT00943,363.73
CT00944,1559.31
CT00945,883.99
CT00946,493.96000000000004
CT00948,433.09000000000003
CT00950,505.98
CT00951,466.36
CT00952,841.5
CT00953,905.1700000000001
CT00954,302.5
CT00955,876.89
CT00956,532.01
CT00957,712.98
CT00958,398.09000000000003
CT00959,294.83000000000004
CT00960,1038.8400000000001
CT00961,399.07
CT00962,268.71
CT00963,670.13
CT00964,520.8199999999999
CT00965,182.37
CT00966,426.8
CT00967,548.19
CT00968,418.39
CT00969,754.1
CT00970,80.17
CT00971,71.63
CT00972,475.31
CT00973,286.94
CT00974,494.63
CT00975,508.24
CT00976,344.42
CT00977,361.63
CT00978,457.11
CT00979,344.4
CT00980,917.5999999999999
CT00981,134.18
CT00982,292.65
CT00983,726.61
CT00984,792.3499999999999
CT00985,380.88
CT00986,735.6700000000001
CT00987,473.33
CT00988,76.57
CT00989,619.8299999999999
CT00990,276.88
CT00991,310.53
CT00992,334.53999999999996
CT00993,383.05
CT00994,872.12
CT00995,319.33
CT00996,414.20000000000005
CT00997,357.77000000000004
CT00999,181.01
CT01000,354.14
CT01001,460.83000000000004
CT01002,268.34000000000003
CT01003,852.4
CT01004,432.94
CT01005,857.13
CT01006,79.25
CT01007,553.95
CT01008,207.3
CT01009,190.21
CT01010,757.9000000000001
CT01011,1042.75
CT01012,577.01
CT01013,949.03
CT01014,371.94000000000005
CT01015,68.51
CT01016,278.3
CT01017,332.08000000000004
CT01018,458.38
CT01020,500.36
CT01021,369.2
CT01022,1446.1200000000001
CT01023,720.56
CT01025,444.59
CT01026,173.37
CT01027,496.09000000000003
CT01028,486.56
CT01029,484.08
CT01030,343.46999999999997
CT01032,973.1399999999999
CT01033,245.23
CT01034,169.47
CT01035,1070.4499999999998
CT01036,529.84
CT01037,838.52
CT01039,430.6
CT01040,356.72
CT01041,463.13
CT01042,579.78
CT01043,660.12
CT01044,481.83
CT01045,712.9
CT01046,254.03
CT01047,703.74
CT01048,904.44
CT01049,732.1700000000001
CT01050,268.31
CT01051,850.6
CT01053,139.01
CT01054,695.5899999999999
CT01055,20.67
CT01056,889.61
CT01057,570.35
CT01058,469.25
CT01059,299.84
CT01060,777.8599999999999
CT01061,398.5
CT01062,225.78
CT01063,957.1300000000001
CT01064,649.65
CT01065,281.40999999999997
CT01066,297.65
CT01067,147.11
CT01069,604.91
CT01070,985.55
CT01071,639.61
CT01072,280.23
CT01073,280.28
CT01074,515.01
CT01075,1050.45
CT01076,139.26999999999998
CT01077,601.87
CT01078,912.61
CT01080,664.8399999999999
CT01081,192.35
CT01082,554.2
CT01083,476.94
CT01084,392.49
CT01085,620.8199999999999
CT01087,540.82
CT01088,913.87
CT01089,432.47
CT01090,1320.83
CT01091,482.7
CT01092,532.18
CT01093,406.27
CT01094,174.56
CT01095,552.38
CT01096,661.56
CT01097,143.5
CT01098,554.09
CT01099,807.15
CT01100,283.40999999999997
CT01101,335.43
CT01102,575.31
CT01103,177.42
CT01104,552.4
CT01105,765.4
CT01106,239.97
CT01107,223.69
CT01108,146.88
CT01109,157.92
CT01110,281.6
CT01111,354.17
CT01112,155.53
CT01113,268.16
CT01114,243.71
CT01115,853.5699999999999
CT01116,584.4300000000001
CT01117,1004.1099999999999
CT01118,813.33
CT01119,665.71
CT01120,548.58
CT01121,647.94
CT01122,387.63
CT01123,794.34
CT01124,870.9300000000001
CT01125,216.82
CT01126,154.15
CT01127,421.56
CT01128,161.0
CT01129,368.58000000000004
CT01130,633.91
CT01131,796.83
CT01132,487.0799999999999
CT01133,504.34
CT01134,225.65
CT01135,402.38
CT01136,670.8000000000001
CT01137,57.82
CT01138,414.92999999999995
CT01139,217.73000000000002
CT01140,222.57999999999998
CT01141,649.23
CT01142,440.15999999999997
CT01143,355.53
CT01144,657.5799999999999
CT01145,552.65
CT01146,471.86
CT01147,832.44
CT01148,314.35
CT01149,1174.06
CT01150,461.03000000000003
CT01151,231.47
CT01152,517.8199999999999
CT01153,316.11
CT01154,683.14
CT01155,374.94
CT01156,302.85
CT01157,342.73
CT01158,194.03
CT01159,292.78000000000003
CT01160,340.81
CT01161,220.51
CT01162,204.72
CT01163,483.98
CT01164,599.59
CT01165,252.33
CT01166,239.03
CT01167,11.53
CT01168,287.52
CT01169,579.85
CT01170,522.17
CT01171,769.3499999999999
CT01172,416.30999999999995
CT01173,585.86
CT01174,310.46999999999997
CT01175,203.83
CT01176,612.59
CT01177,1277.37
CT01178,442.41999999999996
CT01179,510.03
CT01180,354.86
CT01181,653.04
CT01183,209.0
CT01185,113.93
CT01186,467.63
CT01187,780.4899999999999
CT01188,654.46
CT01189,862.79
CT01190,380.46000000000004
CT01191,339.12
CT01192,100.45
CT01193,974.8100000000001
CT01194,269.21
CT01195,358.01
CT01196,208.5
CT01197,286.11
CT01198,740.5
CT01199,315.17
CT01200,60.17
