TransactionLineId,TransactionId,ProductId,Quantity,UnitPriceEUR,LineDiscountPct,NetAmountEUR
TL000000083,TR00000101,PR00493,3.0,44.59,0.1695,111.11
TL000000084,TR00000127,PR00557,1.14,105.39,0.0324,116.25
TL000000085,TR00000130,PR00312,5.28,68.27,0.0507,342.18
TL000000086,TR00002191,PR00582,5.0,78.57,0.0996,353.74
TL000000087,TR00002068,PR00068,4.0,114.42,0.0321,442.97
TL000000088,TR00001525,PR00662,6.0,138.55,0.1645,694.54
TL000000089,TR00001686,PR00298,4.0,107.02,0.0317,414.48
TL000000090,TR00000947,PR00644,5.0,99.01,0.0657,462.52
TL000000091,TR00000297,PR00285,2.15,36.52,0.0587,73.91
TL000000092,TR00000390,PR00470,3.99,87.69,0.0571,329.89
TL000000093,TR00000130,PR00687,3.0,28.69,0.0936,78.02
TL000000094,TR00000755,PR00113,2.0,122.38,0.1142,216.8
TL000000095,TR00000004,PR00243,3.0,106.28,0.0443,304.73
TL000000096,TR00001588,PR00032,0.5,64.11,0.0825,29.41
TL000000097,TR00001081,PR00432,4.0,51.58,0.155,174.34
TL000000098,TR00000807,PR00415,6.25,24.55,0.0083,152.15
TL000000099,TR00002146,PR00464,1.57,16.88,0.1239,23.22
TL000000100,TR00001317,PR00033,1.0,43.96,0.0975,39.68
TL000000101,TR00000949,PR00466,1.0,3.59,0.142,3.08
TL000000102,TR00000478,PR00238,4.05,12.02,0.0164,47.87
TL000000103,TR00000635,PR00617,7.0,65.07,0.0417,436.46
TL000000104,TR00000774,PR00205,1.0,151.76,0.015,149.48
TL000000105,TR00001237,PR00018,0.5,49.45,0.1229,21.68
TL000000106,TR00000454,PR00601,2.0,92.91,0.0783,171.25
TL000000107,TR00000207,PR00372,2.0,31.2,0.1083,55.65
TL000000108,TR00001228,PR00603,2.4,83.26,0.0731,185.22
TL000000109,TR00001350,PR00217,5.0,13.41,0.0687,62.44
TL000000110,TR00001139,PR00607,1.0,13.69,0.0515,12.98
TL000000111,TR00000580,PR00562,3.0,28.51,0.0315,82.84
TL000000112,TR00000735,PR00460,8.42,56.49,0.0102,470.83
TL000000113,TR00002155,PR00022,2.0,12.88,0.089,23.47
TL000000114,TR00000586,PR00644,3.0,115.15,0.0952,312.58
TL000000115,TR00002141,PR00333,5.0,75.62,0.1643,316.0
TL000000116,TR00001339,PR00148,3.0,54.63,0.057,154.55
TL000000117,TR00001449,PR00061,8.0,60.21,0.0891,438.74
TL000000118,TR00002174,PR00661,2.0,95.36,0.0991,171.82
TL000000119,TR00001684,PR00214,1.0,83.76,0.1584,70.5
TL000000120,TR00000211,PR00395,4.05,3.21,0.1223,11.4
TL000000121,TR00000516,PR00546,1.0,19.41,0.0459,18.52
TL000000122,TR00002083,PR00080,6.9,13.47,0.1582,78.27
TL000000123,TR00000068,PR00621,4.0,83.0,0.1588,279.29
TL000000124,TR00000949,PR00150,7.0,71.49,0.1196,440.58
TL000000125,TR00000658,PR00233,4.0,58.01,0.0116,229.36
TL000000126,TR00000389,PR00530,1.25,114.5,0.0789,131.83
TL000000127,TR00001362,PR00426,4.0,63.42,0.0865,231.73
TL000000128,TR00001217,PR00040,1.77,56.79,0.0861,91.86
TL000000129,TR00000490,PR00534,4.0,102.24,0.0136,403.41
TL000000130,TR00001207,PR00696,6.99,48.62,0.0735,314.88
TL000000131,TR00001585,PR00171,2.0,12.78,0.067,23.84
TL000000132,TR00001222,PR00242,4.78,25.95,0.0741,114.87
TL000000133,TR00000531,PR00468,1.0,55.01,0.0384,52.9
TL000000134,TR00000743,PR00284,1.72,65.39,0.0129,111.03
TL000000135,TR00000636,PR00079,6.0,96.08,0.0631,540.1
TL000000136,TR00000730,PR00122,2.42,67.1,0.0253,158.29
TL000000137,TR00000415,PR00649,2.0,18.73,0.1468,31.96
TL000000138,TR00001849,PR00201,3.0,40.59,0.1117,108.17
TL000000139,TR00001115,PR00268,2.0,126.96,0.0234,247.96
TL000000140,TR00001973,PR00507,2.0,23.92,0.0242,46.67
TL000000141,TR00000120,PR00195,1.0,130.73,0.066,122.09
TL000000142,TR00000875,PR00102,5.0,47.22,0.0111,233.48
TL000000143,TR00002034,PR00070,3.0,106.31,0.0502,302.93
TL000000144,TR00000073,PR00247,0.5,97.63,0.0523,46.26
TL000000145,TR00000072,PR00234,3.0,30.45,0.115,80.86
TL000000146,TR00001549,PR00085,6.0,133.11,0.0207,782.15
TL000000147,TR00000942,PR00463,4.33,141.45,0.0999,551.32
TL000000148,TR00000743,PR00545,8.99,152.11,0.1434,1171.32
TL000000149,TR00000477,PR00652,5.0,50.68,0.0812,232.84
TL000000150,TR00001371,PR00250,2.19,95.67,0.1354,181.16
TL000000151,TR00000964,PR00388,3.0,17.92,0.0604,50.5
TL000000152,TR00000686,PR00626,4.0,43.75,0.0264,170.36
TL000000153,TR00001568,PR00336,3.31,22.63,0.0917,68.05
TL000000154,TR00001641,PR00330,7.0,20.31,0.0529,134.65
TL000000155,TR00000996,PR00091,0.82,20.41,0.1528,14.18
TL000000156,TR00001109,PR00044,10.0,80.66,0.0144,794.97
TL000000157,TR00001840,PR00317,1.78,120.88,0.1095,191.62
TL000000158,TR00001165,PR00064,2.38,8.29,0.178,16.22
TL000000159,TR00001173,PR00131,2.0,32.86,0.0294,63.79
TL000000160,TR00001098,PR00066,2.0,103.61,0.0471,197.46
TL000000161,TR00001938,PR00411,4.87,111.7,0.1084,484.99
TL000000162,TR00000692,PR00684,7.0,103.39,0.0778,667.41
TL000000163,TR00001046,PR00377,4.86,46.13,0.1328,194.41
TL000000164,TR00000859,PR00481,1.0,96.16,0.1696,79.85
TL000000165,TR00000407,PR00410,12.0,55.38,0.0506,630.91
TL000000166,TR00001768,PR00506,3.55,8.23,0.0807,26.86
TL000000167,TR00000908,PR00247,2.46,87.92,0.0983,195.02
TL000000168,TR00001557,PR00052,1.0,51.09,0.0956,46.2
TL000000169,TR00000164,PR00407,1.0,26.87,0.0414,25.76
TL000000170,TR00002162,PR00331,7.0,1.05,0.1258,6.42
TL000000171,TR00000784,PR00340,6.0,36.69,0.1163,194.52
TL000000172,TR00001805,PR00542,9.0,41.4,0.1659,310.75
TL000000173,TR00001045,PR00171,9.0,13.17,0.0457,113.14
TL000000174,TR00000608,PR00379,6.0,104.53,0.1275,547.26
TL000000175,TR00001437,PR00319,5.0,93.93,0.1106,417.7
TL000000176,TR00001035,PR00146,7.21,21.6,0.1099,138.61
TL000000177,TR00000929,PR00114,4.0,70.38,0.1465,240.3
TL000000178,TR00000009,PR00589,3.0,69.83,0.1077,186.93
TL000000179,TR00002083,PR00240,3.0,55.4,0.1138,147.29
TL000000180,TR00001549,PR00364,5.0,64.71,0.0218,316.49
TL000000181,TR00000187,PR00540,3.0,64.93,0.1695,161.78
TL000000182,TR00001093,PR00349,4.43,55.14,0.004,243.27
TL000000183,TR00002167,PR00278,10.0,15.81,0.0651,147.79
TL000000184,TR00001126,PR00044,3.0,106.34,0.0388,306.63
TL000000185,TR00002038,PR00254,6.0,11.36,0.0519,64.63
TL000000186,TR00000601,PR00009,2.0,25.34,0.13,44.08
TL000000187,TR00001797,PR00254,3.0,12.31,0.0897,33.63
TL000000188,TR00001546,PR00268,2.0,105.72,0.1106,188.04
TL000000189,TR00001589,PR00133,6.52,67.83,0.1002,397.94
TL000000190,TR00000175,PR00411,1.45,110.47,0.1652,133.72
TL000000191,TR00001047,PR00389,5.0,44.18,0.0549,208.75
TL000000192,TR00001375,PR00555,4.0,20.05,0.0993,72.25
TL000000193,TR00001551,PR00682,1.0,33.76,0.0868,30.83
TL000000194,TR00000349,PR00563,4.0,105.91,0.0204,414.97
TL000000195,TR00000246,PR00485,7.0,112.14,0.138,676.64
TL000000196,TR00000510,PR00157,5.0,95.62,0.0037,476.36
TL000000197,TR00000623,PR00634,1.0,29.78,0.0939,26.99
TL000000198,TR00000502,PR00469,1.0,85.95,0.0065,85.39
TL000000199,TR00000995,PR00162,3.0,57.19,0.0912,155.92
TL000000200,TR00001546,PR00483,2.58,129.85,0.0712,311.16
TL000000201,TR00002004,PR00024,2.0,66.28,0.0895,120.69
TL000000202,TR00000396,PR00015,1.0,102.85,0.1516,87.26
TL000000203,TR00001748,PR00571,3.38,62.31,0.1682,175.2
TL000000204,TR00000603,PR00546,7.0,19.28,0.1481,114.95
TL000000205,TR00000090,PR00069,2.0,76.55,0.1664,127.63
TL000000206,TR00001556,PR00515,2.0,118.39,0.0227,231.42
TL000000207,TR00000676,PR00275,3.0,44.71,0.1232,117.62
TL000000208,TR00001067,PR00168,6.0,54.12,0.0549,306.86
TL000000209,TR00000527,PR00316,5.0,122.22,0.1264,533.83
TL000000210,TR00001534,PR00320,1.0,116.49,0.1568,98.22
TL000000211,TR00002176,PR00520,8.42,22.02,0.103,166.3
TL000000212,TR00000938,PR00184,5.0,137.02,0.1014,615.62
TL000000213,TR00001023,PR00584,1.0,33.33,0.1028,29.91
TL000000214,TR00000478,PR00378,5.55,44.08,0.0825,224.46
TL000000215,TR00000740,PR00341,8.0,1.04,0.0903,7.54
TL000000216,TR00000034,PR00615,0.91,88.87,0.1577,68.12
TL000000217,TR00000950,PR00452,2.0,71.22,0.0984,128.44
TL000000218,TR00000311,PR00287,8.69,99.05,0.1681,716.05
TL000000219,TR00001348,PR00164,3.74,42.88,0.0889,146.11
TL000000220,TR00000967,PR00185,6.0,90.73,0.1407,467.78
TL000000221,TR00002082,PR00541,4.0,30.53,0.1294,106.32
TL000000222,TR00001569,PR00670,1.0,50.45,0.1527,42.75
TL000000223,TR00000747,PR00189,5.0,26.58,0.0617,124.7
TL000000224,TR00001470,PR00561,6.82,66.29,0.1183,398.65
TL000000225,TR00000042,PR00446,7.06,78.1,0.1355,476.66
TL000000226,TR00001983,PR00400,0.5,45.93,0.0992,20.69
TL000000227,TR00001783,PR00263,11.43,107.87,0.0719,1144.34
TL000000228,TR00000852,PR00534,4.0,100.21,0.1183,353.43
TL000000229,TR00000544,PR00291,4.03,54.49,0.059,206.62
TL000000230,TR00001960,PR00227,4.23,113.54,0.0188,471.23
TL000000231,TR00000238,PR00283,5.0,127.24,0.0399,610.83
TL000000232,TR00000450,PR00016,5.0,22.28,0.0687,103.74
TL000000233,TR00000017,PR00403,4.0,69.88,0.0352,269.69
TL000000234,TR00001836,PR00588,2.0,126.85,0.0532,240.19
TL000000235,TR00002026,PR00507,3.0,30.22,0.0809,83.32
TL000000236,TR00000501,PR00149,3.0,12.51,0.1543,31.73
TL000000237,TR00001109,PR00640,5.0,68.67,0.0871,313.41
TL000000238,TR00000077,PR00054,8.0,21.48,0.1552,145.14
TL000000239,TR00001791,PR00600,2.0,111.69,0.0419,214.01
TL000000240,TR00001603,PR00212,1.96,34.77,0.1605,57.22
TL000000241,TR00001798,PR00115,3.0,150.57,0.148,384.85
TL000000242,TR00000460,PR00566,5.0,111.57,0.1551,471.35
TL000000243,TR00000661,PR00688,1.0,156.68,0.1484,133.43
TL000000244,TR00000949,PR00059,2.0,58.88,0.0846,107.79
TL000000245,TR00001468,PR00276,2.0,108.85,0.1728,180.08
TL000000246,TR00001321,PR00083,4.0,72.98,0.1796,239.49
TL000000247,TR00000468,PR00119,1.0,124.63,0.1002,112.14
TL000000248,TR00000925,PR00147,4.0,18.15,0.0188,71.22
TL000000249,TR00001959,PR00401,4.0,94.93,0.1754,313.1
TL000000250,TR00002147,PR00268,3.0,128.85,0.1061,345.55
TL000000251,TR00000232,PR00573,1.1,69.82,0.1301,66.8
TL000000252,TR00001856,PR00368,1.0,108.89,0.1145,96.42
TL000000253,TR00001004,PR00240,3.0,50.61,0.1048,135.93
TL000000254,TR00002075,PR00045,0.77,75.78,0.1087,52.01
TL000000255,TR00000856,PR00122,2.52,58.25,0.1477,125.12
TL000000256,TR00000922,PR00546,3.0,18.38,0.0242,53.8
TL000000257,TR00000354,PR00333,1.0,78.25,0.1118,69.5
TL000000258,TR00000136,PR00489,3.0,35.2,0.1337,91.49
TL000000259,TR00000070,PR00104,8.0,19.94,0.1017,143.26
TL000000260,TR00001829,PR00253,6.0,130.13,0.044,746.41
TL000000261,TR00001359,PR00082,1.0,64.77,0.1526,54.89
TL000000262,TR00000628,PR00012,2.52,109.12,0.1107,244.53
TL000000263,TR00000710,PR00411,5.16,95.17,0.1729,406.16
TL000000264,TR00000557,PR00560,1.0,85.41,0.035,82.42
TL000000265,TR00002081,PR00401,1.0,106.39,0.1698,88.33
TL000000266,TR00001590,PR00639,1.0,29.69,0.1398,25.54
TL000000267,TR00000811,PR00404,3.1,11.93,0.0901,33.66
TL000000268,TR00002178,PR00185,3.0,89.23,0.0024,267.06
TL000000269,TR00000044,PR00561,2.33,64.52,0.0286,146.04
TL000000270,TR00000573,PR00158,3.0,0.91,0.0104,2.71
TL000000271,TR00001833,PR00151,4.65,70.99,0.1648,275.72
TL000000272,TR00001017,PR00495,3.0,127.82,0.0077,380.5
TL000000273,TR00002110,PR00506,3.25,8.45,0.0953,24.85
TL000000274,TR00001970,PR00563,7.0,100.41,0.0668,655.94
TL000000275,TR00000839,PR00420,3.0,71.44,0.1612,179.77
TL000000276,TR00000954,PR00392,1.0,79.33,0.0164,78.04
TL000000277,TR00001311,PR00642,3.0,101.75,0.0719,283.3
TL000000278,TR00001976,PR00527,1.0,6.17,0.1379,5.32
TL000000279,TR00000627,PR00161,3.24,18.85,0.0675,56.95
TL000000280,TR00001177,PR00026,3.71,26.37,0.1295,85.15
TL000000281,TR00000727,PR00270,3.0,88.9,0.1735,220.44
TL000000282,TR00001091,PR00333,2.0,84.11,0.071,156.27
TL000000283,TR00000088,PR00598,1.0,104.06,0.1771,85.63
TL000000284,TR00001974,PR00597,1.0,114.69,0.0411,109.97
TL000000285,TR00001686,PR00171,5.0,15.01,0.1333,65.06
TL000000286,TR00000042,PR00511,3.8,36.02,0.051,129.88
TL000000287,TR00000681,PR00611,3.32,60.92,0.1266,176.65
TL000000288,TR00001143,PR00490,1.0,52.26,0.0234,51.04
TL000000289,TR00001283,PR00311,7.0,67.18,0.0726,436.08
TL000000290,TR00001042,PR00600,6.0,102.78,0.0656,576.27
TL000000291,TR00001546,PR00622,1.66,57.6,0.1341,82.79
TL000000292,TR00000118,PR00303,10.0,89.05,0.0959,805.06
TL000000293,TR00002051,PR00323,0.5,122.42,0.0297,59.39
TL000000294,TR00001182,PR00021,12.0,79.2,0.0142,936.89
TL000000295,TR00001299,PR00538,11.0,88.59,0.0744,902.02
TL000000296,TR00000542,PR00686,5.0,24.37,0.1298,106.03
TL000000297,TR00001595,PR00051,0.87,146.57,0.0513,120.98
TL000000298,TR00000600,PR00153,2.0,86.07,0.0115,170.15
TL000000299,TR00001258,PR00176,4.0,88.69,0.1162,313.54
TL000000300,TR00000012,PR00407,1.0,28.51,0.1661,23.78
TL000000301,TR00001972,PR00336,3.44,22.55,0.1491,66.0
TL000000302,TR00001863,PR00393,1.28,101.28,0.0032,129.22
TL000000303,TR00001090,PR00371,1.0,92.2,0.1297,80.24
TL000000304,TR00000074,PR00520,7.37,23.66,0.0824,159.99
TL000000305,TR00001795,PR00052,6.0,47.48,0.0275,277.05
TL000000306,TR00001463,PR00362,2.0,4.2,0.158,7.06
TL000000307,TR00001148,PR00038,4.0,129.03,0.1566,435.28
TL000000308,TR00001693,PR00675,2.0,49.45,0.1118,87.84
TL000000309,TR00000823,PR00445,2.0,48.37,0.1177,85.35
TL000000310,TR00000536,PR00331,2.0,0.89,0.1502,1.51
TL000000311,TR00001477,PR00030,2.48,109.23,0.0906,246.35
TL000000312,TR00001907,PR00167,4.0,152.08,0.0002,608.18
TL000000313,TR00002157,PR00172,6.0,10.09,0.0995,54.52
TL000000314,TR00001958,PR00106,3.21,144.92,0.1688,386.66
TL000000315,TR00001840,PR00677,12.32,130.43,0.1276,1401.8
TL000000316,TR00000930,PR00560,2.0,82.78,0.1448,141.6
TL000000317,TR00000551,PR00156,6.24,94.82,0.0677,551.63
TL000000318,TR00001683,PR00371,4.0,99.44,0.0305,385.64
TL000000319,TR00001797,PR00436,2.0,29.35,0.0966,53.03
TL000000320,TR00001480,PR00513,3.0,44.04,0.0379,127.11
TL000000321,TR00001157,PR00233,2.0,58.86,0.0801,108.29
TL000000322,TR00000663,PR00683,4.0,73.5,0.1794,241.27
TL000000323,TR00000530,PR00593,7.0,127.11,0.027,865.72
TL000000324,TR00000729,PR00077,9.96,16.28,0.0434,155.14
TL000000325,TR00001406,PR00203,1.98,96.27,0.1421,163.53
TL000000326,TR00001184,PR00090,3.0,86.8,0.173,215.34
TL000000327,TR00000867,PR00284,1.75,57.95,0.1698,84.19
TL000000328,TR00002108,PR00242,3.62,23.89,0.1178,76.31
TL000000329,TR00001733,PR00370,1.0,100.61,0.1119,89.35
TL000000330,TR00000711,PR00219,4.56,122.44,0.1501,474.49
TL000000331,TR00001357,PR00218,4.0,45.36,0.0189,178.0
TL000000332,TR00000895,PR00049,2.39,77.87,0.0139,183.52
TL000000333,TR00001351,PR00699,8.32,34.69,0.0512,273.82
TL000000334,TR00002131,PR00054,5.0,24.82,0.0152,122.19
TL000000335,TR00001218,PR00153,5.0,95.23,0.1067,425.34
TL000000336,TR00001173,PR00310,0.76,87.7,0.0707,61.94
TL000000337,TR00001148,PR00127,1.0,29.46,0.1739,24.33
TL000000338,TR00001671,PR00054,5.0,24.4,0.1697,101.31
TL000000339,TR00001270,PR00695,4.0,33.33,0.0183,130.88
TL000000340,TR00001470,PR00153,4.0,110.48,0.0489,420.32
TL000000341,TR00001618,PR00530,2.78,109.4,0.1269,265.55
TL000000342,TR00000003,PR00060,7.0,84.41,0.1659,492.85
TL000000343,TR00001040,PR00104,2.0,17.2,0.1488,29.28
TL000000344,TR00000372,PR00090,3.0,104.07,0.1257,272.96
TL000000345,TR00000036,PR00138,2.0,135.49,0.1607,227.44
TL000000346,TR00001176,PR00415,1.44,25.78,0.0046,36.96
TL000000347,TR00001234,PR00100,2.0,97.45,0.0742,180.45
TL000000348,TR00000175,PR00498,2.94,121.09,0.0938,322.62
TL000000349,TR00000462,PR00483,1.85,150.28,0.0455,265.38
TL000000350,TR00000524,PR00215,3.0,23.92,0.1683,59.68
TL000000351,TR00000812,PR00551,4.0,100.77,0.0465,384.33
TL000000352,TR00002094,PR00432,6.0,39.0,0.1782,192.31
TL000000353,TR00000671,PR00017,1.0,85.8,0.1323,74.45
TL000000354,TR00001768,PR00239,3.0,57.91,0.0915,157.83
TL000000355,TR00001710,PR00382,2.0,46.77,0.12,82.31
TL000000356,TR00002046,PR00523,7.0,62.82,0.1698,365.09
TL000000357,TR00000328,PR00087,1.0,20.08,0.0991,18.09
TL000000358,TR00002138,PR00300,8.14,7.47,0.0415,58.31
TL000000359,TR00001700,PR00682,6.0,33.31,0.0803,183.8
TL000000360,TR00000484,PR00043,6.0,15.13,0.0537,85.93
TL000000361,TR00000175,PR00136,2.0,59.04,0.0067,117.28
TL000000362,TR00000794,PR00265,5.0,45.05,0.0921,204.51
TL000000363,TR00000020,PR00299,1.0,92.8,0.1117,82.44
TL000000364,TR00000311,PR00229,3.0,75.94,0.1108,202.6
TL000000365,TR00001893,PR00146,1.96,19.74,0.1605,32.48
TL000000366,TR00000497,PR00126,3.65,9.61,0.1145,31.07
TL000000367,TR00001654,PR00555,1.0,14.94,0.064,13.98
TL000000368,TR00000934,PR00351,1.22,64.74,0.1568,66.6
TL000000369,TR00002173,PR00166,9.0,36.08,0.0517,307.96
TL000000370,TR00001462,PR00012,3.67,91.86,0.0864,307.99
TL000000371,TR00000117,PR00448,6.13,59.67,0.0573,344.79
TL000000372,TR00000358,PR00462,1.93,26.62,0.1484,43.75
TL000000373,TR00001996,PR00666,1.0,133.66,0.1168,118.04
TL000000374,TR00001425,PR00322,1.34,64.76,0.0793,79.9
TL000000375,TR00000019,PR00545,7.94,140.01,0.118,980.57
TL000000376,TR00000903,PR00360,2.83,98.37,0.0297,270.11
TL000000377,TR00001192,PR00320,5.0,91.61,0.1718,379.34
TL000000378,TR00002092,PR00597,3.0,99.37,0.0266,290.16
TL000000379,TR00001273,PR00563,2.0,114.48,0.0876,208.9
TL000000380,TR00001725,PR00326,5.2,11.74,0.0658,57.05
TL000000381,TR00001286,PR00623,3.0,64.22,0.061,180.92
TL000000382,TR00001337,PR00389,4.0,41.4,0.1168,146.27
TL000000383,TR00000082,PR00074,2.71,62.89,0.1004,153.34
TL000000384,TR00000628,PR00017,1.0,92.87,0.0014,92.74
TL000000385,TR00000149,PR00693,6.0,118.22,0.1352,613.4
TL000000386,TR00001278,PR00496,5.0,56.26,0.0236,274.65
TL000000387,TR00001135,PR00643,12.1,106.69,0.1295,1123.81
TL000000388,TR00001593,PR00593,12.0,112.1,0.0217,1316.0
TL000000389,TR00001347,PR00146,4.07,18.51,0.0332,72.82
TL000000390,TR00001851,PR00668,5.07,140.38,0.1122,631.9
TL000000391,TR00002060,PR00403,5.0,67.89,0.0499,322.5
TL000000392,TR00002162,PR00332,4.0,36.52,0.1516,123.94
TL000000393,TR00001086,PR00344,5.0,64.86,0.1536,274.51
TL000000394,TR00000978,PR00442,9.43,76.19,0.0745,664.97
TL000000395,TR00001901,PR00348,1.0,35.93,0.0153,35.38
TL000000396,TR00000348,PR00080,1.93,13.29,0.1478,21.86
TL000000397,TR00002077,PR00633,10.0,80.62,0.1148,713.64
TL000000398,TR00000885,PR00341,6.0,0.85,0.03,4.97
TL000000399,TR00000891,PR00596,3.57,9.52,0.1707,28.19
TL000000400,TR00000717,PR00260,8.0,8.61,0.1192,60.67
TL000000401,TR00001192,PR00297,3.78,58.59,0.1608,185.86
TL000000402,TR00000978,PR00002,2.55,5.19,0.1631,11.08
TL000000403,TR00000011,PR00489,3.0,26.15,0.1479,66.84
TL000000404,TR00000688,PR00371,2.0,132.02,0.0224,258.13
TL000000405,TR00001701,PR00170,3.11,30.13,0.0334,90.57
TL000000406,TR00000795,PR00068,2.0,106.92,0.1524,181.26
TL000000407,TR00001854,PR00191,2.79,31.18,0.1578,73.27
TL000000408,TR00000318,PR00381,7.27,46.53,0.1085,301.55
TL000000409,TR00001239,PR00645,11.0,91.76,0.1206,887.59
